alert_description,verdict,artifact_location,app_package_name,version_code,apk_category,sast_tool_name,code_location,3rd_party_library_name
"Constraint ""algorithm in {SHA-256, SHA-384, SHA-512}"" on object $r7 is violated due to the following reason:\n|- First parameter ""varReplacer26239"" with value ""SHA1"" should be any of {SHA-256, SHA-384, SHA-512} (extracted @ varReplacer26239 = ""SHA1"" @ line 78)",True,com/adcolony/sdk/z0.java,com.callhistory.contacts.calllog,86,500k-1M,CogniCrypt,others,unknown
"Constraint ""algorithm in {SHA-256, SHA-384, SHA-512}"" on object $r2 is violated due to the following reason:\n|- First parameter ""varReplacer7440"" with value ""SHA-1"" should be any of {SHA-256, SHA-384, SHA-512} (extracted @ varReplacer7440 = ""SHA-1"" @ line 270)",True,com/applovin/impl/sdk/utils/StringUtils.java,com.callhistory.contacts.calllog,86,500k-1M,CogniCrypt,others,unknown
"Constraint ""algorithm in {SHA-256, SHA-384, SHA-512}"" on object $r1 is violated due to the following reason:\n|- First parameter ""varReplacer10648"" with value ""MD5"" should be any of {SHA-256, SHA-384, SHA-512} (extracted @ varReplacer10648 = ""MD5"" @ line 300)",True,com/facebook/appevents/AppEvent.java,com.callhistory.contacts.calllog,86,500k-1M,CogniCrypt,SocialMedia,Facebook-Sharing
"Constraint ""algorithm in {SHA-256, SHA-384, SHA-512}"" on object $r1 is violated due to the following reason:\n|- First parameter ""varReplacer23575"" with value ""SHA-1"" should be any of {SHA-256, SHA-384, SHA-512} (extracted @ varReplacer23575 = ""SHA-1"" @ line 13)",True,com/adcolony/sdk/d1.java,com.callhistory.contacts.calllog,86,500k-1M,CogniCrypt,others,unknown
"Constraint ""algorithm in {SHA-256, SHA-384, SHA-512}"" on object $r10 is violated due to the following reason:\n|- First parameter ""varReplacer15964"" with value ""SHA"" should be any of {SHA-256, SHA-384, SHA-512} (extracted @ varReplacer15964 = ""SHA"" @ line 107)",True,com/callhistory/contacts/LoginActivity.java,com.callhistory.contacts.calllog,86,500k-1M,CogniCrypt,developer_written,not_applicable
Second parameter was not properly generated as generatedTrustManagers,True,com/yandex/mobile/ads/impl/vy0.java,com.charging.fun,119,1M-5M,CogniCrypt,others,unknown
Third parameter was not properly generated as randomized,False,ki/h.java,com.charging.fun,119,1M-5M,CogniCrypt,others,unknown
Third parameter was not properly generated as randomized,False,ki/h.java,com.charging.fun,119,1M-5M,CogniCrypt,others,unknown
Second parameter was not properly generated as generatedTrustManagers,True,ki/h.java,com.charging.fun,119,1M-5M,CogniCrypt,others,unknown
Second parameter was not properly generated as generatedTrustManagers,True,ki/h.java,com.charging.fun,119,1M-5M,CogniCrypt,others,unknown
Second parameter was not properly generated as generatedTrustManagers,True,ki/h.java,com.charging.fun,119,1M-5M,CogniCrypt,others,unknown
First parameter was not properly generated as generatedKeyManagers,False,com/zipoapps/premiumhelper/toto/TotoService.java,com.charging.fun,119,1M-5M,CogniCrypt,Android,androidx.multidex::multidex-instrumentation
First parameter was not properly generated as generatedKeyStore,False,ki/h.java,com.charging.fun,119,1M-5M,CogniCrypt,others,unknown
Third parameter was not properly generated as randomized,False,com/zipoapps/premiumhelper/toto/TotoService.java,com.charging.fun,119,1M-5M,CogniCrypt,Android,androidx.multidex::multidex-instrumentation
Second parameter was not properly generated as generatedTrustManagers,False,com/zipoapps/premiumhelper/toto/TotoService.java,com.charging.fun,119,1M-5M,CogniCrypt,Android,androidx.multidex::multidex-instrumentation
First parameter was not properly generated as generatedKeyStore,False,com/zipoapps/premiumhelper/toto/TotoService.java,com.charging.fun,119,1M-5M,CogniCrypt,Android,androidx.multidex::multidex-instrumentation
"Constraint ""algorithm in {SHA-256, SHA-384, SHA-512}"" on object $r1 is violated due to the following reason:\n|- First parameter ""varReplacer28636"" with value ""SHA-1"" should be any of {SHA-256, SHA-384, SHA-512} (extracted @ varReplacer28636 = ""SHA-1"" @ line 7)",True,com/zipoapps/premiumhelper/util/i0.java,com.charging.fun,119,1M-5M,CogniCrypt,Android,androidx.multidex::multidex-instrumentation
First parameter was not properly generated as generatedKeyStore,True,com/yandex/mobile/ads/impl/n81.java,com.charging.fun,119,1M-5M,CogniCrypt,others,unknown
"Constraint ""protocol in {TLSv1.2, TLSv1.3}"" on object $r1 is violated due to the following reason:\n|- First parameter ""varReplacer27637"" with value ""TLS"" should be any of {TLSv1.2, TLSv1.3} (extracted @ varReplacer27637 = ""TLS"" @ line 2)",True,ki/h.java,com.charging.fun,119,1M-5M,CogniCrypt,others,unknown
First parameter was not properly generated as generatedKeyManagers,False,ki/h.java,com.charging.fun,119,1M-5M,CogniCrypt,others,unknown
"Constraint ""protocol in {TLSv1.2, TLSv1.3}"" on object $r1 is violated due to the following reason:\n|- First parameter ""varReplacer35526"" with value ""TLS"" should be any of {TLSv1.2, TLSv1.3} (extracted @ varReplacer35526 = ""TLS"" @ line 2)",True,com/yandex/mobile/ads/impl/vy0.java,com.charging.fun,119,1M-5M,CogniCrypt,others,unknown
Third parameter was not properly generated as randomized,False,ki/h.java,com.charging.fun,119,1M-5M,CogniCrypt,others,unknown
Third parameter was not properly generated as randomized,False,ki/d.java,com.charging.fun,119,1M-5M,CogniCrypt,others,unknown
First parameter was not properly generated as generatedKeyManagers,False,ki/d.java,com.charging.fun,119,1M-5M,CogniCrypt,others,unknown
Second parameter was not properly generated as generatedTrustManagers,True,ki/d.java,com.charging.fun,119,1M-5M,CogniCrypt,others,unknown
"Constraint ""protocol in {TLSv1.2, TLSv1.3}"" on object $r1 is violated due to the following reason:\n|- First parameter ""varReplacer27639"" with value ""TLS"" should be any of {TLSv1.2, TLSv1.3} (extracted @ varReplacer27639 = ""TLS"" @ line 2)",True,ki/c.java,com.charging.fun,119,1M-5M,CogniCrypt,others,unknown
First parameter was not properly generated as generatedKeyStore,False,ki/c.java,com.charging.fun,119,1M-5M,CogniCrypt,others,unknown
"Constraint ""algorithm in {SHA-256, SHA-384, SHA-512}"" on object $r2 is violated due to the following reason:\n|- First parameter ""varReplacer10046"" with value ""SHA-1"" should be any of {SHA-256, SHA-384, SHA-512} (extracted @ varReplacer10046 = ""SHA-1"" @ line 11)",True,com/applovin/impl/sdk/utils/StringUtils.java,com.charging.fun,119,1M-5M,CogniCrypt,others,unknown
"Constraint ""algorithm in {SHA-256, SHA-384, SHA-512}"" on object $r1 is violated due to the following reason:\n|- First parameter ""varReplacer29536"" with value ""MD5"" should be any of {SHA-256, SHA-384, SHA-512} (extracted @ varReplacer29536 = ""MD5"" @ line 1)",True,com/yandex/metrica/impl/ob/ym.java,com.charging.fun,119,1M-5M,CogniCrypt,others,unknown
"Constraint ""algorithm in {SHA-256, SHA-384, SHA-512}"" on object $r14 is violated due to the following reason:\n|- First parameter ""varReplacer39523"" with value ""SHA1"" should be any of {SHA-256, SHA-384, SHA-512} (extracted @ varReplacer39523 = ""SHA1"" @ line 81)",True,com/yandex/metrica/impl/ob/P.java,com.charging.fun,119,1M-5M,CogniCrypt,others,unknown
"Constraint ""algorithm in {SHA-256, SHA-384, SHA-512}"" on object $r2 is violated due to the following reason:\n|- First parameter ""varReplacer38068"" with value ""SHA-1"" should be any of {SHA-256, SHA-384, SHA-512} (extracted @ varReplacer38068 = ""SHA-1"" @ line 144)",True,com/applovin/impl/sdk/utils/r.java,com.charging.fun,119,1M-5M,CogniCrypt,others,unknown
Second parameter was not properly generated as generatedTrustManagers,False,com/yandex/mobile/ads/impl/is0$a.java,com.charging.fun,119,1M-5M,CogniCrypt,others,unknown
Third parameter was not properly generated as randomized,False,com/yandex/mobile/ads/impl/is0$a.java,com.charging.fun,119,1M-5M,CogniCrypt,others,unknown
"Constraint ""protocol in {TLSv1.2, TLSv1.3}"" on object $r1 is violated due to the following reason:\n|- First parameter ""varReplacer35500"" with value ""TLSv1"" should be any of {TLSv1.2, TLSv1.3} (extracted @ varReplacer35500 = ""TLSv1"" @ line 7)",True,com/yandex/mobile/ads/impl/is0$a.java,com.charging.fun,119,1M-5M,CogniCrypt,others,unknown
Third parameter was not properly generated as randomized,False,com/yandex/mobile/ads/impl/vy0.java,com.charging.fun,119,1M-5M,CogniCrypt,others,unknown
First parameter was not properly generated as generatedKeyManagers,False,com/yandex/mobile/ads/impl/vy0.java,com.charging.fun,119,1M-5M,CogniCrypt,others,unknown
First parameter was not properly generated as generatedKeyManagers,False,ki/h.java,com.charging.fun,119,1M-5M,CogniCrypt,others,unknown
"Constraint ""protocol in {TLSv1.2, TLSv1.3}"" on object $r1 is violated due to the following reason:\n|- First parameter ""varReplacer27635"" with value ""TLS"" should be any of {TLSv1.2, TLSv1.3} (extracted @ varReplacer27635 = ""TLS"" @ line 2)",True,ki/d.java,com.charging.fun,119,1M-5M,CogniCrypt,others,unknown
"Constraint ""algorithm in {SHA-256, SHA-384, SHA-512}"" on object $r12 is violated due to the following reason:\n|- First parameter ""varReplacer29054"" with value ""MD5"" should be any of {SHA-256, SHA-384, SHA-512} (extracted @ varReplacer29054 = ""MD5"" @ line 60)",True,com/yandex/metrica/impl/ob/um.java,com.charging.fun,119,1M-5M,CogniCrypt,others,unknown
First parameter was not properly generated as generatedKeyManagers,False,com/yandex/mobile/ads/impl/is0$a.java,com.charging.fun,119,1M-5M,CogniCrypt,others,unknown
First parameter was not properly generated as generatedKeyStore,False,com/yandex/mobile/ads/impl/qq0.java,com.charging.fun,119,1M-5M,CogniCrypt,others,unknown
First parameter was not properly generated as generatedKeyStore,False,ki/d.java,com.charging.fun,119,1M-5M,CogniCrypt,others,unknown
First parameter was not properly generated as generatedKeyStore,False,ki/g.java,com.charging.fun,119,1M-5M,CogniCrypt,others,unknown
Second parameter was not properly generated as generatedTrustManagers,True,ki/h.java,com.charging.fun,119,1M-5M,CogniCrypt,others,unknown
"Constraint ""protocol in {TLSv1.2, TLSv1.3}"" on object $r1 is violated due to the following reason:\n|- First parameter ""varReplacer36143"" with value ""TLS"" should be any of {TLSv1.2, TLSv1.3} (extracted @ varReplacer36143 = ""TLS"" @ line 1)",True,com/yandex/mobile/ads/impl/qq0.java,com.charging.fun,119,1M-5M,CogniCrypt,others,unknown
First parameter was not properly generated as generatedKeyManagers,False,com/yandex/mobile/ads/impl/qq0.java,com.charging.fun,119,1M-5M,CogniCrypt,others,unknown
Second parameter was not properly generated as generatedTrustManagers,True,com/yandex/mobile/ads/impl/qq0.java,com.charging.fun,119,1M-5M,CogniCrypt,others,unknown
First parameter was not properly generated as generatedKeyStore,False,com/yandex/mobile/ads/impl/l81.java,com.charging.fun,119,1M-5M,CogniCrypt,others,unknown
First parameter was not properly generated as generatedKeyManagers,False,ki/h.java,com.charging.fun,119,1M-5M,CogniCrypt,others,unknown
Third parameter was not properly generated as randomized,False,com/yandex/mobile/ads/impl/qq0.java,com.charging.fun,119,1M-5M,CogniCrypt,others,unknown
First parameter was not properly generated as generatedKeyManagers,False,ki/h.java,com.charging.fun,119,1M-5M,CogniCrypt,others,unknown
Third parameter was not properly generated as randomized,False,ki/h.java,com.charging.fun,119,1M-5M,CogniCrypt,others,unknown
"Constraint ""type in {JCEKS, JKS, DKS, PKCS11, PKCS12}"" on object $r0 is violated due to the following reason:\n|- First parameter ""varReplacer109028"" with value ""AndroidKeyStore"" should be any of {JCEKS, JKS, DKS, PKCS11, PKCS12} (extracted @ varReplacer109028 = ""AndroidKeyStore"" @ line -1)",False,GC0/É.java,com.chase.sig.android,464474918,>5M,CogniCrypt,Android,comgoogleandroidgmsplayservicesgcm
Return value was not properly generated as generatedPrivkey,True,com/chase/dmf/android/jpsecurity/crypto/cryptomanager/Á.java,com.chase.sig.android,464474918,>5M,CogniCrypt,Android,androidx.multidex::multidex-instrumentation
First parameter was not properly generated as speccedKey,True,com/chase/dmf/android/jpsecurity/crypto/cryptomanager/Á.java,com.chase.sig.android,464474918,>5M,CogniCrypt,Android,androidx.multidex::multidex-instrumentation
First parameter was not properly generated as preparedKeyMaterial,True,com/chase/dmf/android/jpsecurity/crypto/cryptomanager/Á.java,com.chase.sig.android,464474918,>5M,CogniCrypt,Android,androidx.multidex::multidex-instrumentation
Second parameter parameter was not properly generated as generatedKey OR generatedPubkey OR generatedPrivkey,True,com/chase/dmf/android/jpsecurity/crypto/cryptomanager/Á.java,com.chase.sig.android,464474918,>5M,CogniCrypt,Android,androidx.multidex::multidex-instrumentation
"Constraint ""algorithm in {SHA-256, SHA-384, SHA-512}"" on object $r1 is violated due to the following reason:\n|- First parameter ""varReplacer6938"" with value ""MD5"" should be any of {SHA-256, SHA-384, SHA-512} (extracted @ varReplacer6938 = ""MD5"" @ line 281)",True,com/facebook/appevents/AppEvent.java,com.chownow.communitylanes,139,<100,CogniCrypt,SocialMedia,Facebook-Sharing
"Constraint ""algorithm in {SHA-256, SHA-384, SHA-512}"" on object $r1 is violated due to the following reason:\n|- First parameter ""varReplacer11187"" with value ""SHA-1"" should be any of {SHA-256, SHA-384, SHA-512} (extracted @ varReplacer11187 = ""SHA-1"" @ line 8)",True,com/google/android/libraries/places/internal/dh.java,com.chownow.communitylanes,139,<100,CogniCrypt,Android,com.google.android.gms::play-services-gass
First parameter was not properly generated as preparedRSA,False,com/chownow/communitylanes/util/Decoder.java,com.chownow.communitylanes,139,<100,CogniCrypt,developer_written,not_applicable
Second parameter parameter was not properly generated as generatedPrivkey OR generatedPubkey OR generatedKey,False,com/chownow/communitylanes/util/Decoder.java,com.chownow.communitylanes,139,<100,CogniCrypt,developer_written,not_applicable
First parameter was not properly generated as preparedKeyMaterial,False,com/chownow/communitylanes/util/Decoder.java,com.chownow.communitylanes,139,<100,CogniCrypt,developer_written,not_applicable
"Operation on object of type javax.crypto.Cipher not completed. Expected call to one of the methods {doFinal(byte[]), update(byte[], int, int, byte[], int), doFinal(byte[], int, int, byte[], int), doFinal(byte[], int, int, byte[]), update(byte[]), update(byte[], int, int, byte[]), updateAAD(byte[], int, int), update(byte[], int, int), update(java.nio.ByteBuffer, java.nio.ByteBuffer), wrap(java.security.Key), updateAAD(byte[]), updateAAD(java.nio.ByteBuffer), doFinal(byte[], int, int), doFinal(java.nio.ByteBuffer, java.nio.ByteBuffer)}",False,com/chownow/communitylanes/util/Decoder.java,com.chownow.communitylanes,139,<100,CogniCrypt,developer_written,not_applicable
Second parameter was not properly generated as generatedCipher,False,com/chownow/communitylanes/util/Decoder.java,com.chownow.communitylanes,139,<100,CogniCrypt,developer_written,not_applicable
Second parameter parameter was not properly generated as generatedPrivkey OR generatedPubkey OR generatedKey,False,com/chownow/communitylanes/util/Decoder.java,com.chownow.communitylanes,139,<100,CogniCrypt,developer_written,not_applicable
"Constraint ""type in {JCEKS, JKS, DKS, PKCS11, PKCS12}"" on object $r2 is violated due to the following reason:\n|- First parameter ""varReplacer14755"" with value ""AndroidKeyStore"" should be any of {JCEKS, JKS, DKS, PKCS11, PKCS12} (extracted @ varReplacer14755 = ""AndroidKeyStore"" @ line 224)",False,com/chownow/communitylanes/util/Decoder.java,com.chownow.communitylanes,139,<100,CogniCrypt,developer_written,not_applicable
Second parameter parameter was not properly generated as generatedPubkey OR generatedKey OR generatedPrivkey,False,com/chownow/communitylanes/util/Decoder.java,com.chownow.communitylanes,139,<100,CogniCrypt,developer_written,not_applicable
"Operation on object of type javax.crypto.Cipher not completed. Expected call to one of the methods {doFinal(byte[]), update(byte[], int, int, byte[], int), doFinal(byte[], int, int, byte[], int), doFinal(byte[], int, int, byte[]), update(byte[]), update(byte[], int, int, byte[]), updateAAD(byte[], int, int), update(byte[], int, int), update(java.nio.ByteBuffer, java.nio.ByteBuffer), wrap(java.security.Key), updateAAD(byte[]), updateAAD(java.nio.ByteBuffer), doFinal(byte[], int, int), doFinal(java.nio.ByteBuffer, java.nio.ByteBuffer)}",False,com/chownow/communitylanes/util/Decoder.java,com.chownow.communitylanes,139,<100,CogniCrypt,developer_written,not_applicable
"Constraint ""alg(transformation) in {AES} => mode(transformation) in {GCM, CTR, CTS, CFB, OFB}"" on object $r5 is violated due to the following reason:\n|- Constraint ""alg(transformation) in {AES} => mode(transformation) in {GCM, CTR, CTS, CFB, OFB}"" evaluates to <false>:\n\t|- The left side ""alg(transformation) in {AES}"" evaluates to <true>:\n\t\t|- First parameter ""varReplacer15266"" (transformation) with value ""AES/ECB/PKCS7Padding"" satisfies the constraint in class com.chownow.communitylanes.util.Decoder @ $r5 = getInstance(varReplacer15266,varReplacer15267) @ line 309\n\t|- The right side ""mode(transformation) in {GCM, CTR, CTS, CFB, OFB}"" evaluates to <false>:\n\t\t|- First parameter ""varReplacer15266"" (transformation) with value ""AES/ECB/PKCS7Padding"" violates the constraint in class com.chownow.communitylanes.util.Decoder @ $r5 = getInstance(varReplacer15266,varReplacer15267) @ line 309",True,com/chownow/communitylanes/util/Decoder.java,com.chownow.communitylanes,139,<100,CogniCrypt,developer_written,not_applicable
Second parameter was not properly generated as randomized,True,com/chownow/communitylanes/util/Decoder.java,com.chownow.communitylanes,139,<100,CogniCrypt,developer_written,not_applicable
"Operation on object of type javax.crypto.Cipher not completed. Expected call to one of the methods {doFinal(byte[]), update(byte[], int, int, byte[], int), doFinal(byte[], int, int, byte[], int), doFinal(byte[], int, int, byte[]), update(byte[]), update(byte[], int, int, byte[]), updateAAD(byte[], int, int), update(byte[], int, int), update(java.nio.ByteBuffer, java.nio.ByteBuffer), wrap(java.security.Key), updateAAD(byte[]), updateAAD(java.nio.ByteBuffer), doFinal(byte[], int, int), doFinal(java.nio.ByteBuffer, java.nio.ByteBuffer)}",False,com/chownow/communitylanes/util/Decoder.java,com.chownow.communitylanes,139,<100,CogniCrypt,developer_written,not_applicable
"Operation on object of type java.security.KeyStore not completed. Expected call to one of the methods {getKey(java.lang.String, char[])}",False,com/chownow/communitylanes/util/Decoder.java,com.chownow.communitylanes,139,<100,CogniCrypt,developer_written,not_applicable
Second parameter was not properly generated as generatedCipher,False,com/chownow/communitylanes/util/Decoder.java,com.chownow.communitylanes,139,<100,CogniCrypt,developer_written,not_applicable
Second parameter parameter was not properly generated as generatedPrivkey OR generatedKey OR generatedPubkey,False,com/chownow/communitylanes/util/Decoder.java,com.chownow.communitylanes,139,<100,CogniCrypt,developer_written,not_applicable
Third parameter was not properly generated as preparedGCM,True,com/chownow/communitylanes/util/Decoder.java,com.chownow.communitylanes,139,<100,CogniCrypt,developer_written,not_applicable
"Constraint ""algorithm in {SHA-256, SHA-384, SHA-512}"" on object $r2 is violated due to the following reason:\n|- First parameter ""varReplacer19122"" with value ""SHA-1"" should be any of {SHA-256, SHA-384, SHA-512} (extracted @ varReplacer19122 = ""SHA-1"" @ line 105)",True,com/stripe/android/StripeTextUtils.java,com.chownow.communitylanes,139,<100,CogniCrypt,others,unknown
"Constraint ""algorithm in {RSA} => keysize in {4096, 3072}"" on object $r0 is violated due to the following reason:\n|- Constraint ""algorithm in {RSA} => keysize in {4096, 3072}"" evaluates to <false>:\n\t|- The left side ""algorithm in {RSA}"" evaluates to <true>:\n\t\t|- First parameter ""varReplacer14276"" (algorithm) with value ""RSA"" satisfies the constraint in class com.google.android.gms.iid.zzd @ $r0 = getInstance(varReplacer14276) @ line -1\n\t|- The right side ""keysize in {4096, 3072}"" evaluates to <false>:\n\t\t|- First parameter ""varReplacer14277"" (keysize) with value 2048 violates the constraint in class com.google.android.gms.iid.zzd @ $r0.initialize(varReplacer14277) @ line -1",True,com/google/android/gms/iid/zzd.java,com.chownow.communitylanes,139,<100,CogniCrypt,Android,com.google.android.gms::play-services-gass
Second parameter was not properly generated as generatedTrustManagers,False,okhttp3/OkHttpClient.java,com.chownow.communitylanes,139,<100,CogniCrypt,Utilities,OkHttp
Return value was not properly generated as generatedPubkey,False,com/google/android/gms/iid/zzo.java,com.chownow.communitylanes,139,<100,CogniCrypt,Android,com.google.android.gms::play-services-gass
Return value was not properly generated as generatedPrivkey,False,com/google/android/gms/iid/zzo.java,com.chownow.communitylanes,139,<100,CogniCrypt,Android,com.google.android.gms::play-services-gass
Return value was not properly generated as generatedPubkey,False,com/google/android/gms/iid/zzo.java,com.chownow.communitylanes,139,<100,CogniCrypt,Android,com.google.android.gms::play-services-gass
Return value was not properly generated as generatedPrivkey,False,com/google/android/gms/iid/zzo.java,com.chownow.communitylanes,139,<100,CogniCrypt,Android,com.google.android.gms::play-services-gass
First parameter was not properly generated as generatedPubkey,True,com/google/android/gms/iid/zzn.java,com.chownow.communitylanes,139,<100,CogniCrypt,Android,com.google.android.gms::play-services-gass
Second parameter was not properly generated as generatedPrivkey,True,com/google/android/gms/iid/zzn.java,com.chownow.communitylanes,139,<100,CogniCrypt,Android,com.google.android.gms::play-services-gass
"Operation on object of type javax.crypto.Cipher not completed. Expected call to one of the methods {doFinal(byte[]), update(byte[], int, int, byte[], int), doFinal(byte[], int, int, byte[], int), doFinal(byte[], int, int, byte[]), update(byte[]), update(byte[], int, int, byte[]), updateAAD(byte[], int, int), update(byte[], int, int), update(java.nio.ByteBuffer, java.nio.ByteBuffer), wrap(java.security.Key), updateAAD(byte[]), updateAAD(java.nio.ByteBuffer), doFinal(byte[], int, int), doFinal(java.nio.ByteBuffer, java.nio.ByteBuffer)}",False,com/chownow/communitylanes/util/Decoder.java,com.chownow.communitylanes,139,<100,CogniCrypt,developer_written,not_applicable
Return value was not properly generated as generatedPrivkey,True,com/google/android/gms/iid/zzn.java,com.chownow.communitylanes,139,<100,CogniCrypt,Android,com.google.android.gms::play-services-gass
First parameter was not properly generated as generatedKeyStore,False,okhttp3/OkHttpClient.java,com.chownow.communitylanes,139,<100,CogniCrypt,Utilities,OkHttp
First parameter was not properly generated as speccedKey,True,com/google/android/gms/iid/zzn.java,com.chownow.communitylanes,139,<100,CogniCrypt,Android,com.google.android.gms::play-services-gass
Return value was not properly generated as generatedPubkey,True,com/google/android/gms/iid/zzn.java,com.chownow.communitylanes,139,<100,CogniCrypt,Android,com.google.android.gms::play-services-gass
First parameter was not properly generated as preparedKeyMaterial,True,com/google/android/gms/iid/zzn.java,com.chownow.communitylanes,139,<100,CogniCrypt,Android,com.google.android.gms::play-services-gass
"Constraint ""algorithm in {SHA-256, SHA-384, SHA-512}"" on object $r3 is violated due to the following reason:\n|- First parameter ""$r2"" with value ""MD5"" should be any of {SHA-256, SHA-384, SHA-512} (extracted @ varReplacer7251 = ""MD5"" @ line 269)",True,com/facebook/internal/Utility.java,com.chownow.communitylanes,139,<100,CogniCrypt,SocialMedia,Facebook-Sharing
Return value was not properly generated as generatedKeypair,False,com/google/android/gms/iid/zzd.java,com.chownow.communitylanes,139,<100,CogniCrypt,Android,com.google.android.gms::play-services-gass
"Constraint ""algorithm in {SHA-256, SHA-384, SHA-512}"" on object $r4 is violated due to the following reason:\n|- First parameter ""varReplacer14353"" with value ""SHA1"" should be any of {SHA-256, SHA-384, SHA-512} (extracted @ varReplacer14353 = ""SHA1"" @ line -1)",True,com/google/android/gms/iid/InstanceID.java,com.chownow.communitylanes,139,<100,CogniCrypt,Android,com.google.android.gms::play-services-gass
"Constraint ""protocol in {TLSv1.2, TLSv1.3}"" on object $r3 is violated due to the following reason:\n|- First parameter ""varReplacer4029"" with value ""TLS"" should be any of {TLSv1.2, TLSv1.3} (extracted @ varReplacer4029 = ""TLS"" @ line 266)",True,okhttp3/OkHttpClient.java,com.chownow.communitylanes,139,<100,CogniCrypt,Utilities,OkHttp
Third parameter was not properly generated as randomized,False,okhttp3/OkHttpClient.java,com.chownow.communitylanes,139,<100,CogniCrypt,Utilities,OkHttp
First parameter was not properly generated as generatedKeyManagers,False,okhttp3/OkHttpClient.java,com.chownow.communitylanes,139,<100,CogniCrypt,Utilities,OkHttp
First parameter was not properly generated as speccedKey,True,com/google/android/gms/iid/zzn.java,com.chownow.communitylanes,139,<100,CogniCrypt,Android,com.google.android.gms::play-services-gass
"Operation on object of type java.security.KeyStore not completed. Expected call to one of the methods {getKey(java.lang.String, char[])}",False,com/chownow/communitylanes/util/Decoder.java,com.chownow.communitylanes,139,<100,CogniCrypt,developer_written,not_applicable
Return value was not properly generated as generatedPrivkey,False,com/google/android/gms/iid/zzo.java,com.chownow.communitylanes,139,<100,CogniCrypt,Android,com.google.android.gms::play-services-gass
"Constraint ""type in {JCEKS, JKS, DKS, PKCS11, PKCS12}"" on object $r2 is violated due to the following reason:\n|- First parameter ""varReplacer14736"" with value ""AndroidKeyStore"" should be any of {JCEKS, JKS, DKS, PKCS11, PKCS12} (extracted @ varReplacer14736 = ""AndroidKeyStore"" @ line 242)",False,com/chownow/communitylanes/util/Decoder.java,com.chownow.communitylanes,139,<100,CogniCrypt,developer_written,not_applicable
Operation on object of type javax.crypto.CipherInputStream not completed. Expected call to one of the methods {close()},True,com/chownow/communitylanes/util/Decoder.java,com.chownow.communitylanes,139,<100,CogniCrypt,developer_written,not_applicable
Return value was not properly generated as generatedPubkey,False,com/google/android/gms/iid/zzo.java,com.chownow.communitylanes,139,<100,CogniCrypt,Android,com.google.android.gms::play-services-gass
First parameter was not properly generated as generatedKeyManagers,True,com/chownow/communitylanes/util/SSLUtil.java,com.chownow.communitylanes,139,<100,CogniCrypt,developer_written,not_applicable
Second parameter was not properly generated as generatedTrustManagers,True,com/chownow/communitylanes/util/SSLUtil.java,com.chownow.communitylanes,139,<100,CogniCrypt,developer_written,not_applicable
"Operation on object of type javax.crypto.Cipher not completed. Expected call to one of the methods {doFinal(byte[]), update(byte[], int, int, byte[], int), doFinal(byte[], int, int, byte[], int), doFinal(byte[], int, int, byte[]), update(byte[]), update(byte[], int, int, byte[]), updateAAD(byte[], int, int), update(byte[], int, int), update(java.nio.ByteBuffer, java.nio.ByteBuffer), wrap(java.security.Key), updateAAD(byte[]), updateAAD(java.nio.ByteBuffer), doFinal(byte[], int, int), doFinal(java.nio.ByteBuffer, java.nio.ByteBuffer)}",False,com/chownow/communitylanes/util/Decoder.java,com.chownow.communitylanes,139,<100,CogniCrypt,developer_written,not_applicable
Second parameter parameter was not properly generated as generatedKey OR generatedPubkey OR generatedPrivkey,True,com/chownow/communitylanes/util/Decoder.java,com.chownow.communitylanes,139,<100,CogniCrypt,developer_written,not_applicable
Second parameter parameter was not properly generated as generatedPubkey OR generatedPrivkey OR generatedKey,True,com/chownow/communitylanes/util/Decoder.java,com.chownow.communitylanes,139,<100,CogniCrypt,developer_written,not_applicable
Second parameter was not properly generated as randomized,True,com/chownow/communitylanes/util/Decoder.java,com.chownow.communitylanes,139,<100,CogniCrypt,developer_written,not_applicable
"Constraint ""protocol in {TLSv1.2, TLSv1.3}"" on object $r1 is violated due to the following reason:\n|- First parameter ""varReplacer12606"" with value ""SSL"" should be any of {TLSv1.2, TLSv1.3} (extracted @ varReplacer12606 = ""SSL"" @ line 33)",True,com/chownow/communitylanes/util/SSLUtil.java,com.chownow.communitylanes,139,<100,CogniCrypt,developer_written,not_applicable
"Constraint ""alg(transformation) in {AES} => mode(transformation) in {GCM, CTR, CTS, CFB, OFB}"" on object $r4 is violated due to the following reason:\n|- Constraint ""alg(transformation) in {AES} => mode(transformation) in {GCM, CTR, CTS, CFB, OFB}"" evaluates to <false>:\n\t|- The left side ""alg(transformation) in {AES}"" evaluates to <true>:\n\t\t|- First parameter ""varReplacer14715"" (transformation) with value ""AES/ECB/PKCS7Padding"" satisfies the constraint in class com.chownow.communitylanes.util.Decoder @ $r4 = getInstance(varReplacer14715,varReplacer14716) @ line 276\n\t|- The right side ""mode(transformation) in {GCM, CTR, CTS, CFB, OFB}"" evaluates to <false>:\n\t\t|- First parameter ""varReplacer14715"" (transformation) with value ""AES/ECB/PKCS7Padding"" violates the constraint in class com.chownow.communitylanes.util.Decoder @ $r4 = getInstance(varReplacer14715,varReplacer14716) @ line 276",True,com/chownow/communitylanes/util/Decoder.java,com.chownow.communitylanes,139,<100,CogniCrypt,developer_written,not_applicable
